Sensors;Cores
3;0
Time;pc 0;pc 1;pc 2;pc 3;current 0;current 1;current 2;current 3;current 4;current 5;current 6;voltage 0;voltage 1;voltage 2;voltage 3;voltage 4;voltage 5;voltage 6
0;0;0;0;0;0.416925;0.00485774;5.76127;0;0;0;0;5.11165;1.51093;0.0125163;0;0;0;0
8.775e-05;0;0;0;0;0.410955;0.00485774;3.58506;0;0;0;0;5.11165;1.50707;0.0132881;0;0;0;0
0.000174562;0;0;0;0;0.414505;0.00485774;5.76127;0;0;0;0;5.11165;1.50784;0.0132881;0;0;0;0
0.000261333;0;0;0;0;0.409664;0.00485774;1.40886;0;0;0;0;5.11705;1.50861;0.0125163;0;0;0;0
0.0003485;0;0;0;0;0.407244;0.00485774;1.40886;0;0;0;0;5.11088;1.50784;0.0125163;0;0;0;0
0.000435312;0;0;0;0;0.406599;0.00485774;-0.767349;0;0;0;0;5.1101;1.50784;0.0125163;0;0;0;0
0.000523021;0;0;0;0;0.410794;0.00485774;3.58506;0;0;0;0;5.11165;1.51171;0.0132881;0;0;0;0
0.000609833;0;0;0;0;0.40547;0.00485774;2.49696;0;0;0;0;5.11088;1.51171;0.0125163;0;0;0;0
0.000697;0;0;0;0;0.40676;0.00485774;-1.85545;0;0;0;0;5.11319;1.50939;0.0132881;0;0;0;0
0.000784167;0;0;0;0;0.406276;0.00501911;1.40886;0;0;0;0;5.1101;1.50861;0.0132881;0;0;0;0
0.000871333;0;0;0;0;0.406276;0.00485774;1.40886;0;0;0;0;5.11088;1.51325;0.0132881;0;0;0;0
0.0009585;0;0;0;0;0.407728;0.00501911;3.58506;0;0;0;0;5.1101;1.51093;0.0132881;0;0;0;0
0.00104567;0;0;0;0;0.403372;0.00485774;6.84937;0;0;0;0;5.1101;1.51171;0.0132881;0;0;0;0
0.00113283;0;0;0;0;0.408535;0.00485774;2.49696;0;0;0;0;5.11088;1.50861;0.0132881;0;0;0;0
0.00122;0;0;0;0;0.408374;0.00485774;7.93748;0;0;0;0;5.11088;1.50939;0.0125163;0;0;0;0
0.00130717;0;0;0;0;0.409664;0.00485774;1.40886;0;0;0;0;5.1101;1.51093;0.0140598;0;0;0;0
0.00139435;0;0;0;0;0.403695;0.00485774;-1.85545;0;0;0;0;5.11088;1.50861;0.0125163;0;0;0;0
0.00148206;0;0;0;0;0.404824;0.00485774;3.58506;0;0;0;0;5.11242;1.51093;0.0132881;0;0;0;0
0.00156887;0;0;0;0;0.409664;0.00485774;4.67317;0;0;0;0;5.11319;1.51093;0.0132881;0;0;0;0
0.00165604;0;0;0;0;0.404986;0.00485774;3.58506;0;0;0;0;5.11473;1.50939;0.0132881;0;0;0;0
0.00174321;0;0;0;0;0.40547;0.00485774;5.76127;0;0;0;0;5.11319;1.50784;0.0132881;0;0;0;0
0.00183037;0;0;0;0;0.40434;0.00485774;1.40886;0;0;0;0;5.11627;1.51016;0.0132881;0;0;0;0
0.00191754;0;0;0;0;0.404663;0.00485774;1.40886;0;0;0;0;5.11319;1.50939;0.0132881;0;0;0;0
0.00200471;0;0;0;0;0.404824;0.00485774;0.320755;0;0;0;0;5.11319;1.50861;0.0125163;0;0;0;0
0.00209187;0;0;0;0;0.40676;0.00493843;2.49696;0;0;0;0;5.11319;1.51093;0.0125163;0;0;0;0
0.00217904;0;0;0;0;0.399662;0.00485774;0.320755;0;0;0;0;5.11627;1.50861;0.0125163;0;0;0;0
0.00226621;0;0;0;0;0.402727;0.00485774;1.40886;0;0;0;0;5.11396;1.50784;0.0125163;0;0;0;0
0.00235337;0;0;0;0;0.409342;0.00485774;4.67317;0;0;0;0;5.11319;1.51248;0.0132881;0;0;0;0
0.00244267;0;0;0;0;0.404502;0.00485774;4.67317;0;0;0;0;5.11242;1.50939;0.0132881;0;0;0;0
0.00253023;0;0;0;0;0.411439;0.00485774;2.49696;0;0;0;0;5.1101;1.51248;0.0132881;0;0;0;0
0.00261713;0;0;0;0;0.40547;0.00485774;5.76127;0;0;0;0;5.1101;1.50939;0.0132881;0;0;0;0
0.00270417;0;0;0;0;0.407244;0.00485774;1.40886;0;0;0;0;5.10856;1.50629;0.0125163;0;0;0;0
0.00279842;0;0;0;0;0.402082;0.00526118;18.8185;0;0;0;0;5.12553;1.51171;0.0156032;0;0;0;0
0.00288617;0;0;0;0;0.40192;0.00485774;-2.94356;0;0;0;0;5.10085;1.50242;0.0117446;0;0;0;0
0.002973;0;0;0;0;0.406115;0.00485774;-10.5603;0;0;0;0;5.10702;1.49701;0.0125163;0;0;0;0
