Sensors;Cores
3;0
Time;pc 0;pc 1;pc 2;pc 3;current 0;current 1;current 2;current 3;current 4;current 5;current 6;voltage 0;voltage 1;voltage 2;voltage 3;voltage 4;voltage 5;voltage 6
0;0;0;0;0;0.412891;0.00485774;3.58506;0;0;0;0;5.11242;1.50707;0.0125163;0;0;0;0
8.775e-05;0;0;0;0;0.408535;0.00485774;-2.94356;0;0;0;0;5.11088;1.50707;0.0132881;0;0;0;0
0.000174562;0;0;0;0;0.409664;0.00485774;3.58506;0;0;0;0;5.11242;1.50784;0.0132881;0;0;0;0
0.000261333;0;0;0;0;0.406276;0.00485774;3.58506;0;0;0;0;5.11396;1.50629;0.0125163;0;0;0;0
0.0003485;0;0;0;0;0.402888;0.00485774;1.40886;0;0;0;0;5.11165;1.50861;0.0125163;0;0;0;0
0.000435271;0;0;0;0;0.406438;0.00485774;1.40886;0;0;0;0;5.11088;1.50784;0.0125163;0;0;0;0
0.000522438;0;0;0;0;0.412407;0.00485774;5.76127;0;0;0;0;5.1101;1.50629;0.0125163;0;0;0;0
0.000609208;0;0;0;0;0.410955;0.00485774;-2.94356;0;0;0;0;5.11242;1.51093;0.0125163;0;0;0;0
0.000696375;0;0;0;0;0.409826;0.00485774;-0.767349;0;0;0;0;5.1101;1.50861;0.0125163;0;0;0;0
0.000783146;0;0;0;0;0.406438;0.00485774;-0.767349;0;0;0;0;5.11088;1.50939;0.0117446;0;0;0;0
0.000870312;0;0;0;0;0.411923;0.00493843;-0.767349;0;0;0;0;5.1101;1.50784;0.0125163;0;0;0;0
0.000957083;0;0;0;0;0.413214;0.00485774;2.49696;0;0;0;0;5.11088;1.50939;0.0132881;0;0;0;0
0.00104425;0;0;0;0;0.412085;0.00485774;3.58506;0;0;0;0;5.10856;1.51016;0.0125163;0;0;0;0
0.00113102;0;0;0;0;0.407728;0.00485774;3.58506;0;0;0;0;5.11165;1.50707;0.0125163;0;0;0;0
0.00121819;0;0;0;0;0.40918;0.00485774;2.49696;0;0;0;0;5.11473;1.50861;0.0125163;0;0;0;0
0.00130496;0;0;0;0;0.402082;0.00485774;-0.767349;0;0;0;0;5.11473;1.50861;0.0132881;0;0;0;0
0.00139223;0;0;0;0;0.407406;0.00485774;0.320755;0;0;0;0;5.10933;1.50861;0.0117446;0;0;0;0
0.00147998;0;0;0;0;0.40789;0.00485774;1.40886;0;0;0;0;5.11088;1.50707;0.0132881;0;0;0;0
0.00156679;0;0;0;0;0.407244;0.00485774;0.320755;0;0;0;0;5.11088;1.51016;0.0125163;0;0;0;0
0.00165356;0;0;0;0;0.411601;0.00485774;4.67317;0;0;0;0;5.10856;1.50784;0.0125163;0;0;0;0
0.00174073;0;0;0;0;0.404824;0.00485774;1.40886;0;0;0;0;5.11396;1.50861;0.0132881;0;0;0;0
0.0018275;0;0;0;0;0.403856;0.00485774;-1.85545;0;0;0;0;5.11242;1.50939;0.0125163;0;0;0;0
0.00191467;0;0;0;0;0.40918;0.00485774;-1.85545;0;0;0;0;5.11242;1.50939;0.0125163;0;0;0;0
0.00200144;0;0;0;0;0.401598;0.00485774;1.40886;0;0;0;0;5.11473;1.50629;0.0132881;0;0;0;0
0.0020886;0;0;0;0;0.409664;0.00485774;3.58506;0;0;0;0;5.11165;1.50784;0.0132881;0;0;0;0
0.00217537;0;0;0;0;0.408051;0.00485774;2.49696;0;0;0;0;5.11088;1.51171;0.0125163;0;0;0;0
0.00226254;0;0;0;0;0.410794;0.00485774;-0.767349;0;0;0;0;5.11165;1.50784;0.0132881;0;0;0;0
0.00235125;0;0;0;0;0.402243;0.00485774;4.67317;0;0;0;0;5.11859;1.50784;0.0140598;0;0;0;0
0.00243896;0;0;0;0;0.402888;0.00485774;-0.767349;0;0;0;0;5.11088;1.50784;0.0125163;0;0;0;0
0.00252577;0;0;0;0;0.406438;0.00485774;-1.85545;0;0;0;0;5.11319;1.50552;0.0125163;0;0;0;0
0.00261294;0;0;0;0;0.410471;0.00485774;0.320755;0;0;0;0;5.1155;1.50939;0.0132881;0;0;0;0
0.0027001;0;0;0;0;0.407406;0.00485774;-0.767349;0;0;0;0;5.10856;1.50861;0.0125163;0;0;0;0
