Sensors;Cores
3;0
Time;pc 0;pc 1;pc 2;pc 3;current 0;current 1;current 2;current 3;current 4;current 5;current 6;voltage 0;voltage 1;voltage 2;voltage 3;voltage 4;voltage 5;voltage 6
0;0;0;0;0;0.400146;0.00485774;3.58506;0;0;0;0;5.11319;1.51016;0.0132881;0;0;0;0
8.775e-05;0;0;0;0;0.403856;0.00485774;5.76127;0;0;0;0;5.11088;1.50784;0.0132881;0;0;0;0
0.000174562;0;0;0;0;0.396274;0.00485774;3.58506;0;0;0;0;5.11242;1.50784;0.0132881;0;0;0;0
0.000261333;0;0;0;0;0.396274;0.00485774;6.84937;0;0;0;0;5.11165;1.50939;0.0132881;0;0;0;0
0.0003485;0;0;0;0;0.404018;0.00485774;3.58506;0;0;0;0;5.11088;1.51093;0.0132881;0;0;0;0
0.000435375;0;0;0;0;0.392079;0.00485774;-0.767349;0;0;0;0;5.11319;1.51016;0.0125163;0;0;0;0
0.000523083;0;0;0;0;0.401275;0.00485774;-0.767349;0;0;0;0;5.11242;1.50861;0.0132881;0;0;0;0
0.000609896;0;0;0;0;0.400146;0.00485774;7.93748;0;0;0;0;5.11319;1.50861;0.0125163;0;0;0;0
0.000697062;0;0;0;0;0.393692;0.00485774;2.49696;0;0;0;0;5.11242;1.51093;0.0125163;0;0;0;0
0.000784229;0;0;0;0;0.396758;0.00485774;5.76127;0;0;0;0;5.11319;1.50861;0.0132881;0;0;0;0
0.000871396;0;0;0;0;0.395467;0.00485774;-1.85545;0;0;0;0;5.11242;1.50707;0.0132881;0;0;0;0
0.000958562;0;0;0;0;0.392563;0.00485774;-0.767349;0;0;0;0;5.11473;1.50707;0.0125163;0;0;0;0
0.00104573;0;0;0;0;0.39821;0.00485774;6.84937;0;0;0;0;5.11242;1.50784;0.0132881;0;0;0;0
0.0011329;0;0;0;0;0.3995;0.00485774;2.49696;0;0;0;0;5.11319;1.50939;0.0125163;0;0;0;0
0.00122006;0;0;0;0;0.39708;0.00485774;0.320755;0;0;0;0;5.11473;1.50939;0.0125163;0;0;0;0
0.00130723;0;0;0;0;0.394822;0.00485774;0.320755;0;0;0;0;5.1155;1.50939;0.0140598;0;0;0;0
0.0013945;0;0;0;0;0.400307;0.00485774;4.67317;0;0;0;0;5.11088;1.51093;0.0132881;0;0;0;0
0.00148221;0;0;0;0;0.401598;0.00485774;1.40886;0;0;0;0;5.11165;1.50552;0.0125163;0;0;0;0
0.00156902;0;0;0;0;0.39708;0.00485774;3.58506;0;0;0;0;5.11165;1.50939;0.0132881;0;0;0;0
0.00165619;0;0;0;0;0.396274;0.00485774;3.58506;0;0;0;0;5.1101;1.51016;0.0140598;0;0;0;0
0.00174335;0;0;0;0;0.404179;0.00501911;1.40886;0;0;0;0;5.10933;1.50784;0.0132881;0;0;0;0
0.00183052;0;0;0;0;0.394822;0.00485774;2.49696;0;0;0;0;5.11165;1.50939;0.0125163;0;0;0;0
0.00191769;0;0;0;0;0.395306;0.00485774;-0.767349;0;0;0;0;5.10933;1.50939;0.0132881;0;0;0;0
0.00200485;0;0;0;0;0.399662;0.00485774;0.320755;0;0;0;0;5.10933;1.50861;0.0132881;0;0;0;0
0.00209202;0;0;0;0;0.394983;0.00485774;2.49696;0;0;0;0;5.11165;1.50861;0.0125163;0;0;0;0
0.00217919;0;0;0;0;0.397242;0.00485774;3.58506;0;0;0;0;5.11165;1.51248;0.0125163;0;0;0;0
0.00226635;0;0;0;0;0.397564;0.00485774;2.49696;0;0;0;0;5.11165;1.50861;0.0132881;0;0;0;0
0.00235352;0;0;0;0;0.396435;0.00485774;1.40886;0;0;0;0;5.1155;1.50784;0.0125163;0;0;0;0
0.00244071;0;0;0;0;0.393854;0.00485774;2.49696;0;0;0;0;5.11242;1.50939;0.0132881;0;0;0;0
0.00252842;0;0;0;0;0.394015;0.00485774;3.58506;0;0;0;0;5.11319;1.51171;0.0125163;0;0;0;0
0.00261523;0;0;0;0;0.397564;0.00485774;0.320755;0;0;0;0;5.11319;1.50552;0.0125163;0;0;0;0
0.0027024;0;0;0;0;0.395951;0.00485774;-4.03166;0;0;0;0;5.11242;1.51093;0.0132881;0;0;0;0
0.00279704;0;0;0;0;0.406922;0.00485774;-7.29597;0;0;0;0;5.1155;1.50629;0.0102011;0;0;0;0
0.00288479;0;0;0;0;0.471617;0.00485774;-1.85545;0;0;0;0;5.12707;1.52099;0.0132881;0;0;0;0
0.0029716;0;0;0;0;0.433058;0.00485774;-8.38407;0;0;0;0;5.0993;1.50784;0.0125163;0;0;0;0
0.00305846;0;0;0;0;0.423378;0.00485774;-11.6484;0;0;0;0;5.10625;1.50242;0.0132881;0;0;0;0
0.00314562;0;0;0;0;0.411601;0.00501911;12.2899;0;0;0;0;5.12399;1.52099;0.0148315;0;0;0;0
0.0032324;0;0;0;0;0.400952;0.00485774;-18.177;0;0;0;0;5.10008;1.5001;0.0125163;0;0;0;0
0.00331971;0;0;0;0;0.40918;0.00534186;10.1137;0;0;0;0;5.12245;1.52331;0.0140598;0;0;0;0
0.0034065;0;0;0;0;0.396435;0.00485774;-17.0889;0;0;0;0;5.10702;1.50088;0.0102011;0;0;0;0
0.00349421;0;0;0;0;0.408696;0.00518049;12.2899;0;0;0;0;5.12476;1.51325;0.016375;0;0;0;0
0.00358102;0;0;0;0;0.405147;0.00542255;9.02558;0;0;0;0;5.12476;1.51712;0.0156032;0;0;0;0
0.00366819;0;0;0;0;0.397564;0.00526118;16.6423;0;0;0;0;5.12399;1.52099;0.0140598;0;0;0;0
0.00375535;0;0;0;0;0.400307;0.00485774;16.6423;0;0;0;0;5.12322;1.52254;0.0156032;0;0;0;0
0.00384254;0;0;0;0;0.398855;0.00485774;-9.47217;0;0;0;0;5.11473;1.50165;0.0102011;0;0;0;0
0.00392973;0;0;0;0;0.452741;0.00534186;16.6423;0;0;0;0;5.1263;1.51325;0.0140598;0;0;0;0
0.0040169;0;0;0;0;0.443545;0.00518049;3.58506;0;0;0;0;5.13016;1.52254;0.0171467;0;0;0;0
0.00410408;0;0;0;0;0.473876;0.00485774;-18.177;0;0;0;0;5.11088;1.49701;0.0125163;0;0;0;0
0.00419125;0;0;0;0;0.444997;0.00485774;-10.5603;0;0;0;0;5.10162;1.49469;0.0125163;0;0;0;0
0.00427842;0;0;0;0;0.498238;0.00485774;-11.6484;0;0;0;0;5.10625;1.5001;0.0125163;0;0;0;0
0.00436571;0;0;0;0;0.473069;0.00485774;-6.20787;0;0;0;0;5.11319;1.49546;0.0125163;0;0;0;0
0.00445346;0;0;0;0;0.463389;0.00485774;1.40886;0;0;0;0;5.11936;1.50861;0.0125163;0;0;0;0
0.00454113;0;0;0;0;0.511306;0.00485774;-0.767349;0;0;0;0;5.11782;1.50784;0.0132881;0;0;0;0
0.0046279;0;0;0;0;0.468229;0.00485774;0.320755;0;0;0;0;5.11473;1.50707;0.0132881;0;0;0;0
0.00471506;0;0;0;0;0.487428;0.00485774;0.320755;0;0;0;0;5.11319;1.50939;0.0132881;0;0;0;0
0.00480183;0;0;0;0;0.46355;0.00485774;2.49696;0;0;0;0;5.1155;1.50707;0.0125163;0;0;0;0
0.004889;0;0;0;0;0.450482;0.00485774;0.320755;0;0;0;0;5.11165;1.50629;0.0132881;0;0;0;0
0.00497577;0;0;0;0;0.437576;0.00485774;0.320755;0;0;0;0;5.11242;1.51093;0.0132881;0;0;0;0
0.00506294;0;0;0;0;0.433542;0.00485774;4.67317;0;0;0;0;5.11396;1.50861;0.0125163;0;0;0;0
0.00514971;0;0;0;0;0.43451;0.00485774;3.58506;0;0;0;0;5.11088;1.50861;0.0132881;0;0;0;0
0.00523688;0;0;0;0;0.42725;0.00485774;2.49696;0;0;0;0;5.11242;1.50707;0.0125163;0;0;0;0
0.00532365;0;0;0;0;0.450321;0.00485774;3.58506;0;0;0;0;5.11396;1.50861;0.0132881;0;0;0;0
0.005411;0;0;0;0;0.42725;0.00485774;0.320755;0;0;0;0;5.11088;1.50784;0.0125163;0;0;0;0
0.00549867;0;0;0;0;0.422087;0.00485774;2.49696;0;0;0;0;5.10933;1.50784;0.0132881;0;0;0;0
0.00559279;0;0;0;0;0.416441;0.00485774;2.49696;0;0;0;0;5.11319;1.50861;0.0125163;0;0;0;0
0.00568054;0;0;0;0;0.406276;0.00485774;2.49696;0;0;0;0;5.11396;1.51016;0.0125163;0;0;0;0
0.00576735;0;0;0;0;0.410955;0.00485774;1.40886;0;0;0;0;5.11627;1.51016;0.0125163;0;0;0;0
0.00585412;0;0;0;0;0.404663;0.00485774;2.49696;0;0;0;0;5.11473;1.50629;0.0132881;0;0;0;0
0.00594129;0;0;0;0;0.401759;0.00485774;2.49696;0;0;0;0;5.11242;1.50939;0.0125163;0;0;0;0
0.00602806;0;0;0;0;0.404824;0.00485774;2.49696;0;0;0;0;5.11473;1.50939;0.0125163;0;0;0;0
0.00611523;0;0;0;0;0.399662;0.00485774;-0.767349;0;0;0;0;5.10933;1.50707;0.0125163;0;0;0;0
0.006202;0;0;0;0;0.397726;0.00485774;2.49696;0;0;0;0;5.11242;1.50784;0.0125163;0;0;0;0
0.00628917;0;0;0;0;0.404179;0.00485774;1.40886;0;0;0;0;5.10856;1.50784;0.0132881;0;0;0;0
0.006376;0;0;0;0;0.396112;0.00485774;-0.767349;0;0;0;0;5.11396;1.50939;0.0132881;0;0;0;0
0.00646371;0;0;0;0;0.396596;0.00485774;2.49696;0;0;0;0;5.1101;1.50939;0.0132881;0;0;0;0
0.00655052;0;0;0;0;0.402082;0.00485774;1.40886;0;0;0;0;5.1101;1.50784;0.0125163;0;0;0;0
0.00663769;0;0;0;0;0.399016;0.00485774;3.58506;0;0;0;0;5.11319;1.50861;0.0132881;0;0;0;0
0.00672485;0;0;0;0;0.399823;0.00485774;-0.767349;0;0;0;0;5.11319;1.50861;0.0125163;0;0;0;0
0.00681202;0;0;0;0;0.419667;0.00485774;1.40886;0;0;0;0;5.11396;1.51016;0.0125163;0;0;0;0
0.00689919;0;0;0;0;0.478716;0.00485774;1.40886;0;0;0;0;5.11782;1.50784;0.0125163;0;0;0;0
0.00698635;0;0;0;0;0.439189;0.00485774;3.58506;0;0;0;0;5.11319;1.50784;0.0132881;0;0;0;0
0.00707352;0;0;0;0;0.423378;0.00485774;1.40886;0;0;0;0;5.11165;1.50939;0.0132881;0;0;0;0
